,region,Year,sector,value
226,China,2050,resid heating,0.0924888
227,China,2050,resid others,11.0446
228,China,2050,trn_aviation_intl,0.000152862
229,China,2050,trn_freight,0.3992285
230,China,2050,trn_freight_road,0.25831563465
231,China,2050,trn_pass,0.15957037
232,China,2050,trn_pass_road,0.127696
233,China,2050,trn_pass_road_LDV,0.0637343
234,China,2050,trn_pass_road_LDV_4W,0.11399308000000001
235,China,2050,trn_shipping_intl,0.00189078
236,China,2085,agricultural energy use,0.5528990500000001
237,China,2085,aluminum,0.485231188
238,China,2085,cement,0.1896486906
239,China,2085,chemical energy use,4.059262032517
240,China,2085,comm cooling,0.592622
241,China,2085,comm heating,0.953828
242,China,2085,comm others,7.72527
243,China,2085,construction energy use,0.28199682000000004
244,China,2085,desalinated water,0.000141684
245,China,2085,industrial wastewater treatment,0.296745
246,China,2085,industrial water abstraction,0.0444316
247,China,2085,industrial water treatment,0.0846506
248,China,2085,iron and steel,1.7348124500000002
249,China,2085,irrigation water abstraction,0.07283
250,China,2085,mining energy use,0.38316375499999994
251,China,2085,municipal wastewater treatment,0.120693
252,China,2085,municipal water abstraction,0.0234508
253,China,2085,municipal water distribution,0.0621449
254,China,2085,municipal water treatment,0.0591338
255,China,2085,other industrial energy use,13.7844627
256,China,2085,resid cooling,0.833529
257,China,2085,resid heating,0.218353
258,China,2085,resid others,9.47002
259,China,2085,trn_aviation_intl,0.00401714
260,China,2085,trn_freight,0.908131
261,China,2085,trn_freight_road,0.46718835
262,China,2085,trn_pass,1.0802443000000002
263,China,2085,trn_pass_road,0.0877993
264,China,2085,trn_pass_road_LDV,0.0439989
265,China,2085,trn_pass_road_LDV_4W,0.10177481000000001
266,China,2085,trn_shipping_intl,0.0423211
267,India,2030,agricultural energy use,0.08544628
268,India,2030,aluminum,0.3811264
269,India,2030,cement,0.12015123800000001
270,India,2030,chemical energy use,0.09331217
271,India,2030,comm cooling,0.200917
272,India,2030,comm heating,0.0188291
273,India,2030,comm others,2.4091
274,India,2030,construction energy use,0.0043270109999999995
275,India,2030,desalinated water,0.00238499
276,India,2030,industrial wastewater treatment,0.0289615
277,India,2030,industrial water abstraction,0.0133744
278,India,2030,industrial water treatment,0.0263366
279,India,2030,iron and steel,0.5674865718
280,India,2030,irrigation water abstraction,0.594027
281,India,2030,mining energy use,0.063247565
282,India,2030,municipal wastewater treatment,0.0405848
283,India,2030,municipal water abstraction,0.0242591
284,India,2030,municipal water distribution,0.0666028
285,India,2030,municipal water treatment,0.0632456
286,India,2030,other industrial energy use,2.481757
287,India,2030,resid cooling,0.257025
288,India,2030,resid heating,0.0434032
289,India,2030,resid others,3.20995
290,India,2030,trn_freight,0.04730311
291,India,2030,trn_freight_road,0.05217469309299999
292,India,2030,trn_pass,0.06434767
293,India,2030,trn_pass_road,0.00586734
294,India,2030,trn_pass_road_LDV,0.0207042
295,India,2030,trn_pass_road_LDV_4W,0.0042103864
296,India,2050,agricultural energy use,0.1888193
297,India,2050,aluminum,1.013786602
